std_inchi_key,receptor_name,Standard_Value,pChEMBL_Value
WHSVUMREWKZRDJ-UHFFFAOYSA-N,ERa,1450.0,5.84
WHSVUMREWKZRDJ-UHFFFAOYSA-N,ERb,490.0,6.31
WHYJKLKNLKBEKQ-YEJXKQKISA-N,GR,1.3,8.89
WHZIOQODOSOYPX-DGIIRHPGSA-N,ERa,10.15,8.305
WIAPZXQYCVTONE-UHFFFAOYSA-N,ERa,11036.0,4.96
WIAPZXQYCVTONE-UHFFFAOYSA-N,ERb,857.0,6.07
WIJJCLHTLMPDEH-IBGZPJMESA-N,PR,12.0,7.92
WIJWHUUSJSFFPQ-ZMPOMQMESA-N,ERa,2.8899999999999997,8.995000000000001
WIMUXUPEVFMYDM-CFWAKXNESA-N,GR,1.4,8.85
WIMXESZJAILKCH-RBZZARIASA-N,AR,5.7,8.24
WIMXESZJAILKCH-UKPFUUFUSA-N,AR,4.0,8.4
WIMXURNPWBOQET-UHFFFAOYSA-N,AR,403.0,6.39
WIMXURNPWBOQET-UHFFFAOYSA-N,GR,157.0,6.8
WIMXURNPWBOQET-UHFFFAOYSA-N,MR,126.0,6.9
WIMXURNPWBOQET-UHFFFAOYSA-N,PR,0.298,9.53
WINHDAHOVHUMMK-UHFFFAOYSA-N,ERa,90.0,7.05
WIQIUVJQEPDJLS-CHAGWJKLSA-N,MR,1100.0,5.96
WIRCDWBPRJBJPE-UHFFFAOYSA-N,GR,25.0,7.609999999999999
WISGRSKPLFFILZ-UHFFFAOYSA-N,AR,180.0,6.75
WISJIBWIQKICSR-UHFFFAOYSA-N,AR,2060.0,5.69
WISJIBWIQKICSR-UHFFFAOYSA-N,GR,27.6,7.56
WISJIBWIQKICSR-UHFFFAOYSA-N,PR,330.0,6.48
WIXFQUANCTYFHQ-UHFFFAOYSA-N,ERa,8870.75,5.05
WIYPHWOCUFWQTJ-VMMLISQSSA-N,ERa,3195.0,5.735
WIYPHWOCUFWQTJ-ZWPAVUJESA-N,ERa,27.5,7.66
WJBGFWIEPWCRKP-UHFFFAOYSA-N,MR,25.0,7.6
WJDVYSMBHZOMAS-UHFFFAOYSA-N,ERa,2975.0,5.53
WJDVYSMBHZOMAS-UHFFFAOYSA-N,ERb,40.0,7.4
WJECSQJCJUUFHH-UHFFFAOYSA-N,ERa,42693.84,4.37
WJEQVLDVJBQCSL-UHFFFAOYSA-N,AR,14100.0,4.85
WJHWOVWEFSHNNB-UHFFFAOYSA-N,ERa,158.0,6.8
WJJUHRROKLXWDS-UHFFFAOYSA-N,AR,78.0,7.11
WJKLTGBFLMIJSC-LDIWEJIDSA-N,GR,17.0,7.77
WJNYVLIWINIFFI-UHFFFAOYSA-N,GR,3700.0,5.43
WJONSVSPXOEVBZ-HKDUHGGJSA-N,GR,5.0,8.3
WJQDJIXVFPOMDA-UHFFFAOYSA-N,PR,3800.0,5.42
WJQSBUBHFPBEBS-UHFFFAOYSA-N,AR,33.0,7.48
WJXSYOTZHCLCSU-UHFFFAOYSA-N,GR,9.55,8.02
WJYQOLKLEKGEFE-GPVJQRHHSA-N,ERa,1.7000000000000002,8.77
WJZVLVHBFUHGTK-XNTDXEJSSA-N,ERa,8.0,8.1
WJZVLVHBFUHGTK-XNTDXEJSSA-N,ERb,8.7,8.06
WKHLWZPQSJPGFD-UHFFFAOYSA-N,AR,508.4,6.72
WKLQZGUOLPAFOT-UHFFFAOYSA-N,ERa,3100.0,5.51
WKLXPIONPIEMBZ-UHFFFAOYSA-N,GR,8.4595,8.075
WKOXDPCSUWAONV-UHFFFAOYSA-N,ERa,652.0,6.19
WKOXDPCSUWAONV-UHFFFAOYSA-N,ERb,207.0,6.68
WKULSYLYTJAMSV-UHFFFAOYSA-N,PR,220.0,6.720000000000001
WLCNMXHJDTTWKE-OVCLIPMQSA-N,ERa,60.0,7.22
WLCNMXHJDTTWKE-OVCLIPMQSA-N,ERb,16.0,7.8
WLCNSVBDDHMXCH-UHFFFAOYSA-N,PR,3550.565,5.45
WLDZDEMGKFWJNR-UHFFFAOYSA-N,ERa,173.0,6.925000000000001
WLEXCTJQABXUGS-UHFFFAOYSA-N,ERa,7.8,8.11
WLEXCTJQABXUGS-UHFFFAOYSA-N,ERb,9.6,8.02
WLEYQRHXERCYNY-LPYMAVHISA-N,PR,16.65,7.78
WLEYQRHXERCYNY-XKZIYDEJSA-N,PR,7.9715,8.1
WLGDFYOOSGHIPS-BLIZRMSTSA-N,ERa,0.7,9.15
WLGDFYOOSGHIPS-BLIZRMSTSA-N,ERb,21.0,7.68
WLGDFYOOSGHIPS-RHLLTPQKSA-N,ERa,0.8,9.1
WLGDFYOOSGHIPS-RHLLTPQKSA-N,ERb,48.0,7.32
WLGLOAUQFHGIQN-UHFFFAOYSA-N,GR,1800.0,5.75
WLHSXLFNWGZUFE-UHFFFAOYSA-N,MR,1600.0,5.8
WLKMHVZIDHRVCH-UHFFFAOYSA-N,GR,5.0,8.3
WLMLZKXAEFRSCP-UHFFFAOYSA-N,AR,418.0,6.38
WLMLZKXAEFRSCP-UHFFFAOYSA-N,GR,0.226,9.65
WLMLZKXAEFRSCP-UHFFFAOYSA-N,MR,2.48,8.61
WLMLZKXAEFRSCP-UHFFFAOYSA-N,PR,99.0,7.0
WLPODNUCECUFHZ-ATVHPVEESA-N,ERa,4234.1,5.37
WLRPZACUIBZQLB-ICRVGQFUSA-N,ERa,1.3,8.89
WLRPZACUIBZQLB-ICRVGQFUSA-N,ERb,52.0,7.28
WLVHUKYOBBZMCH-AWNIVKPZSA-N,ERa,13.75,8.435
WLYBSAPGUZCDGP-DJJJIMSYSA-N,AR,4000.0,5.76
WMDYKLMOCCOUEL-IYBDPMFKSA-N,GR,5.0,8.3
WMEDEHCOIWDSLD-UHFFFAOYSA-N,AR,35.5,7.575
WMFVCPSRBAMYCG-UHFFFAOYSA-N,GR,794.33,6.1
WMFVCPSRBAMYCG-UHFFFAOYSA-N,PR,2511.89,5.6
WMFVIXHKRIUIEU-UHFFFAOYSA-N,ERa,1050.0,5.98
WMFVIXHKRIUIEU-UHFFFAOYSA-N,ERb,110.0,6.96
WMGGLHGABYLPQX-UHFFFAOYSA-N,ERa,4068.0,5.39
WMGGLHGABYLPQX-UHFFFAOYSA-N,ERb,138.0,6.86
WMIPEGGWIZEEMY-UHFFFAOYSA-N,PR,3.3,8.48
WMKYADUQBAAZDB-JOCHJYFZSA-N,MR,2.8,8.55
WMKYADUQBAAZDB-JOCHJYFZSA-N,PR,2480.0,5.61
WMNUETGUHAWZSP-ICACTRECSA-N,GR,0.996,9.0
WMSHUJRFPYYDRH-UHFFFAOYSA-N,PR,6000.0,5.22
WMUFTJZTXOUUGZ-UHFFFAOYSA-N,PR,250.0,6.6
WMYGSHNEJKIIII-UHFFFAOYSA-N,AR,7.0,8.15
WNDGXHOAOJXNHG-UHFFFAOYSA-N,GR,250.0,6.6
WNDGXHOAOJXNHG-UHFFFAOYSA-N,MR,1400.0,5.85
WNDZQGRJOXXLKI-UHFFFAOYSA-N,AR,1.2000000000000002,8.925
WNIDKDQXDGEVAP-UHFFFAOYSA-N,AR,5070.0,5.29
WNJJVXQAJXMKMQ-UHFFFAOYSA-N,GR,472.6,6.845000000000001
WNJNULWPKXTWNI-UHFFFAOYSA-N,AR,18.0,7.75
WNKGHTGPMSPRMU-UHFFFAOYSA-N,AR,16.0,7.8
WNMZXVCDADJRJF-UHFFFAOYSA-N,AR,55000.0,4.26
WNNXPJZAYDDMCY-BGOLNKOXSA-N,GR,0.4685,9.445
WNNXPJZAYDDMCY-BGOLNKOXSA-N,PR,8280.0,5.08
WNOZSZJZMSQWHO-UHFFFAOYSA-N,ERa,5365.0,5.27
WNOZSZJZMSQWHO-UHFFFAOYSA-N,ERb,3224.0,5.49
WNRLTSAURRVJME-UHFFFAOYSA-N,PR,38.0,7.42
WNRXXFMGMKLIHP-UHFFFAOYSA-N,AR,1457.0,5.84
WNRXXFMGMKLIHP-UHFFFAOYSA-N,GR,39.0,7.41
WNRXXFMGMKLIHP-UHFFFAOYSA-N,PR,0.41,9.39
WNVIRFIGWFPBOS-UHFFFAOYSA-N,ERa,3300.0,5.48
WNVKLBDWFKKZGT-IHWYPQMZSA-N,ERa,539.0,6.27
WNVKLBDWFKKZGT-IHWYPQMZSA-N,ERb,23.0,7.64
WNXGFXISCVUWCA-UHFFFAOYSA-N,ERa,2.15,8.67
WNXGFXISCVUWCA-UHFFFAOYSA-N,ERb,1.27,8.9
WNYQZZSLYOGPPC-OVLDUAHDSA-N,MR,20.0,7.7
WOFNJFCFTLUKSK-HVYWKPLFSA-N,GR,107.0,6.97
WOHXYKSIPSDPIU-HOTGVXAUSA-N,AR,10.0,8.0
WOJQUKGFGFSIFL-UHFFFAOYSA-N,AR,9760.0,5.01
WOPMHDJYORWLHT-UHFFFAOYSA-N,ERb,356.0,6.45
WOQQLEFQXRVKNA-UHFFFAOYSA-N,ERa,100.0,7.0
WOQWKMLSWYGMTK-UHFFFAOYSA-N,AR,7115.0,5.155
WOSAEAWJXZPTOA-UHFFFAOYSA-N,ERb,13774.77,4.86
WOUXOTZNOUZUOV-UHFFFAOYSA-N,ERa,3106.81,5.51
WOXKYLUKPGPICT-UHFFFAOYSA-N,ERa,10.0,8.0
WOYOHLGLNFXJCR-QLTSDVKISA-N,ERa,27.1,7.57
WOYXGESYPYMTAQ-UHFFFAOYSA-N,GR,151.0,6.82
WOYXGESYPYMTAQ-UHFFFAOYSA-N,PR,403.0,6.39
WPABLAUGQPSKHQ-UHFFFAOYSA-N,GR,120.0,6.92
WPABLAUGQPSKHQ-UHFFFAOYSA-N,MR,1650.0,5.78
WPABLAUGQPSKHQ-UHFFFAOYSA-N,PR,1750.0,5.76
WPGYOKXMAPXGPW-VJTSUQJLSA-N,GR,24.9,7.6
WPHQTOKGVMHYCJ-UHFFFAOYSA-N,GR,35.0,7.595000000000001
WPHQTOKGVMHYCJ-UHFFFAOYSA-N,PR,1100.0,5.96
WPJLHHRTPCVRPU-HHHXNRCGSA-N,ERa,180.0,6.75
WPJLHHRTPCVRPU-HHHXNRCGSA-N,ERb,205.0,6.69
WPJLHHRTPCVRPU-MHZLTWQESA-N,ERa,11.1,7.96
WPJLHHRTPCVRPU-MHZLTWQESA-N,ERb,30.0,7.52
WPOYIISPHKTSEM-VHSXEESVSA-N,AR,9.0,8.05
WPVQQAJSKUHFNZ-UHFFFAOYSA-N,ERa,53.0,7.28
WPVQQAJSKUHFNZ-UHFFFAOYSA-N,ERb,780.0,6.11
WQBWGGUOTFJZNX-HNNXBMFYSA-N,GR,7.943,8.1
WQFJFEFJPBFCGP-ZMMBEUISSA-N,GR,62.0,7.21
WQFMXZOYAIPMFZ-UHFFFAOYSA-N,PR,66.0,7.18
WQFNQPGUXBJYSU-UHFFFAOYSA-N,GR,7.412999999999999,8.13
WQGGJJSMEMAVIF-UHFFFAOYSA-N,AR,20.0,7.7
WQGVCBNPWJYJGB-UHFFFAOYSA-N,GR,196.0,6.71
WQKJYFVZSVBYJE-UHFFFAOYSA-N,AR,232.0,6.63
WQRUPXNGIDOCHC-UHFFFAOYSA-N,AR,319.5,7.175000000000001
WQUYUZJNAIWNRJ-WEMLWZLDSA-N,GR,99700.0,4.0
WRAPMDVSJRJPJW-UHFFFAOYSA-N,PR,290.0,6.54
WRMFUZWOYCTBQL-UHFFFAOYSA-N,ERa,804.5,6.305
WRMFUZWOYCTBQL-UHFFFAOYSA-N,ERb,154.0,6.81
WRQCHBHUXSYVHR-NPMYUJNRSA-N,ERb,4460.0,5.35
WRTPPNKLPHNGIQ-NHFJDJAPSA-N,ERa,22.0,7.66
WSKLDJRIBICHHV-UHFFFAOYSA-N,AR,270.0,6.57
WSOLZTILLRNJPH-LLVKDONJSA-N,AR,20.0,7.7
WSOLZTILLRNJPH-LLVKDONJSA-N,PR,1660.0,5.78
WSOLZTILLRNJPH-NSHDSACASA-N,AR,1700.0,5.77
WSOLZTILLRNJPH-UHFFFAOYSA-N,AR,123.0,6.91
WSOYYBRZDOKCSB-UHFFFAOYSA-N,MR,375.0,6.445
WSOZVUYIPBZXOV-XYWKZLDCSA-N,GR,55.1,7.26
WSRQXHDLKHMZBS-XYWKZLDCSA-N,GR,352.0,6.45
WSZBYPJWYUTZBL-UHFFFAOYSA-N,AR,5000.0,5.3
WSZZMYWPGOWOFN-UHFFFAOYSA-N,GR,850.0,6.07
WTCVPHOYLWSKPM-UHFFFAOYSA-N,AR,1.995,8.7
WTGPATKANXGRQA-UHFFFAOYSA-N,ERa,51.0,7.29
WTGPATKANXGRQA-UHFFFAOYSA-N,ERb,122.0,6.91
WTHAQTMDPYYIEC-XKZIYDEJSA-N,PR,24.3,7.61
WTJASENCWHVHKR-UHFFFAOYSA-N,GR,195.0,6.71
WTOAAUGTOXEPOY-FQEVSTJZSA-N,GR,544.0,6.26
WTRBRWVNOOZMRV-UHFFFAOYSA-N,PR,59.2,7.23
WTVUKRPJCVXHGQ-UHFFFAOYSA-N,ERb,9360.7,5.03
WTZJRGZLBBRGOT-UHFFFAOYSA-N,ERa,79.0,7.1
WTZJRGZLBBRGOT-UHFFFAOYSA-N,ERb,180.0,6.75
WUALGMSFWLZBQM-DRGJWEBESA-N,MR,400.0,6.4
WUALGMSFWLZBQM-DSNGTPCMSA-N,MR,2600.0,5.58
WUEIZQXXUMEHBG-GTCABKKFSA-N,GR,37.0,7.43
WUEIZQXXUMEHBG-GTCABKKFSA-N,PR,200.0,6.7
WUJWTXWFRXJYKR-UHFFFAOYSA-N,PR,100.0,7.0
WURAKPAOMDMLLY-DOEKTCAHSA-N,GR,174.0,6.779999999999999
WUSYUUHWBCIJBB-UHFFFAOYSA-N,AR,74.0,7.13
WVCRJJQIOABWDK-UHFFFAOYSA-N,PR,570.0,6.24
WVFUTQGXQMYXGX-UHFFFAOYSA-N,AR,310.0,6.51
WVFVUQBIUYCCIB-UHFFFAOYSA-N,ERa,560.0,6.25
WVFVUQBIUYCCIB-UHFFFAOYSA-N,ERb,30.0,7.52
WVGGRDFFTPHRGU-UHFFFAOYSA-N,ERa,69.5,7.24
WVGGRDFFTPHRGU-UHFFFAOYSA-N,ERb,1113.0,6.029999999999999
WVGLLTNOKBBPSI-UCQKPKSFSA-N,PR,3.5,8.46
WVGRTYCCARDHGG-UHFFFAOYSA-N,ERb,44488.59,4.35
WVIFDKQILLVJML-QOAWVIAOSA-N,ERa,7598.93,5.12
WVIFMGUBKMMSRJ-TXDQJMHASA-N,GR,14.85,8.16
WVKAVGHFAICIIO-UHFFFAOYSA-N,AR,1.77,8.98
WVQFMOMOKSJPLN-QRWMCTBCSA-N,ERa,230.0,6.64
WVQFMOMOKSJPLN-QRWMCTBCSA-N,ERb,4.0,8.4
WVQOWITXJGHARO-UHFFFAOYSA-N,ERa,29.8,7.53
WVQOWITXJGHARO-UHFFFAOYSA-N,ERb,99.0,7.0
WVRWDNLJBGSIBI-XKBKCUAQSA-N,GR,5.0,8.325
WVTMGMFRIVZXOS-IZZNHLLZSA-N,ERa,2.0,8.7
WVTMGMFRIVZXOS-IZZNHLLZSA-N,ERb,247.0,6.61
WVUIDMSDVBFLOG-VWLOTQADSA-N,GR,31.0,7.51
WVWAZDMAGCAALK-JOCHJYFZSA-N,AR,54.0,7.27
WVWAZDMAGCAALK-QFIPXVFZSA-N,AR,690.0,6.16
WVWDBEHIIDCZGH-CASJYSRLSA-N,AR,120.0,6.92
WVZXXBYXJNDMGS-UHFFFAOYSA-N,ERa,33.0,7.48
WVZXXBYXJNDMGS-UHFFFAOYSA-N,ERb,2.0,8.7
WWBGLWTWNKYXPI-INIZCTEOSA-N,PR,25.0,7.6
WWEKTFINADFAEC-UHFFFAOYSA-N,ERa,23428.56,4.63
WWHHGNVVYQIVIM-UHFFFAOYSA-N,GR,116.5,7.275
WWJZJWIIIZNMSR-UHFFFAOYSA-N,ERa,320.0,6.5
WWJZJWIIIZNMSR-UHFFFAOYSA-N,ERb,90.0,7.05
WWJZOFGIUZFPHR-UHFFFAOYSA-N,GR,1053.0,5.98
WWKJQSOQMIKKQJ-UHFFFAOYSA-N,GR,41.0,7.4
WWKUDAJCCSNRRV-UHFFFAOYSA-N,AR,300.0,6.52
WWKUDAJCCSNRRV-UHFFFAOYSA-N,GR,5.7,8.24
WWKUDAJCCSNRRV-UHFFFAOYSA-N,MR,4000.0,5.4
WWKUDAJCCSNRRV-UHFFFAOYSA-N,PR,790.0,6.1
WWMZDVNNRCLYSM-KRWDZBQOSA-N,PR,20.0,7.7
WWOOXNVZXULGBI-AXUOBQJMSA-N,GR,331.05,7.055
WWRVFAADJGIWGG-UHFFFAOYSA-N,ERa,5800.0,5.24
WWRZBXNMCDMKHB-UHFFFAOYSA-N,ERa,9342.81,5.03
WWSDKIIWGPNMOK-UHFFFAOYSA-N,AR,65.0,7.19
WWSDKIIWGPNMOK-UHFFFAOYSA-N,PR,35.0,7.46
WWWKKFOVJNHTTL-LMKMVOKYSA-N,GR,1.8699999999999999,8.809999999999999
WWYCEUZRECUBAR-NKRFCKFISA-N,AR,23.0,7.64
WXCXUHSOUPDCQV-UHFFFAOYSA-N,AR,361.0,6.44
WXJHEWKNBMAKMT-UHFFFAOYSA-N,GR,145.0,6.84
WXMHIDODJHKFEP-UHFFFAOYSA-N,AR,221.0,6.66
WXVIJGGWLVLLLN-PRWKNARSSA-N,GR,6.5,8.26
WXXUKRKMEGOASI-UHFFFAOYSA-N,GR,31.62,7.5
WXYPXNYCWKYRQT-ZKMPZPQNSA-N,GR,324.0,6.49
WXZIOXZQBZKBOW-UHFFFAOYSA-N,ERb,22847.735,4.67
WYBAGSQUNXRHHB-UHFFFAOYSA-N,ERa,19810.0,4.7
WYBIZZSENMKJNE-UHFFFAOYSA-N,MR,47.0,7.33
WYFVTNOCGBZVTN-XIEYBQDHSA-N,ERa,1300.0,5.89
WYFVTNOCGBZVTN-XIEYBQDHSA-N,ERb,225.0,6.65
WYJPFZREOPVNMP-UHFFFAOYSA-N,GR,1910.0,5.72
WYMZJAXBOGNVIB-UHFFFAOYSA-N,AR,39.0,7.41
WYMZJAXBOGNVIB-UHFFFAOYSA-N,PR,39.0,7.41
WYSOPFLHNMKWQL-UHFFFAOYSA-N,AR,19.0,7.72
WYUYCAISFRFDKD-UHFFFAOYSA-N,AR,1235.135,5.91
WYYCRMBIYYRAEW-GQFGMJRRSA-N,AR,2.9,8.54
WYYCRMBIYYRAEW-GQFGMJRRSA-N,GR,13.2,7.88
WYYCRMBIYYRAEW-GQFGMJRRSA-N,MR,1197.0,5.92
WYYCRMBIYYRAEW-GQFGMJRRSA-N,PR,0.34,9.47
WZDSCUUKIXBPTE-UHFFFAOYSA-N,ERa,125.785,6.904999999999999
WZDSCUUKIXBPTE-UHFFFAOYSA-N,ERb,95.245,7.02
WZEMDLKZTPOYPH-CGNCVNRMSA-N,ERa,100.0,7.0
WZGZKOJPIUYGCY-BUHFOSPRSA-N,ERa,5104.59,5.29
WZGZKOJPIUYGCY-BUHFOSPRSA-N,ERb,129.07,6.89
WZHDIERNMYGFAD-LSCVHKIXSA-N,PR,44.835,7.35
WZKWYTSJJZVJLU-UHFFFAOYSA-N,AR,215.0,6.67
WZKWYTSJJZVJLU-UHFFFAOYSA-N,GR,120.0,6.92
WZKWYTSJJZVJLU-UHFFFAOYSA-N,MR,155.0,6.81
WZKWYTSJJZVJLU-UHFFFAOYSA-N,PR,0.4,9.4
WZNDOEVWUZFICK-UHFFFAOYSA-N,AR,955.0,6.02
WZNDOEVWUZFICK-UHFFFAOYSA-N,PR,9460.0,5.02
WZNQNUWHNJHSGU-UHFFFAOYSA-N,ERa,142.5,7.09
WZNQNUWHNJHSGU-UHFFFAOYSA-N,ERb,310.0,6.51
WZPKCSRWKGDRJH-IZZDOVSWSA-N,ERa,390.0,6.41
WZPSKTKKWMYXCL-UHFFFAOYSA-N,GR,72.0,7.14
WZTDOSIMIYYGFV-KTZNGYSGSA-N,ERa,8.0,8.1
WZVXGNPFGYVCOY-UHFFFAOYSA-N,PR,3060.0,5.51
WZWSRVMGMGNMOG-UHFFFAOYSA-N,ERa,222.0,6.65
WZWSRVMGMGNMOG-UHFFFAOYSA-N,ERb,12.0,7.92
WZXZCWIUJRKDJF-LWVQPITASA-N,AR,14.0,7.85
WZXZCWIUJRKDJF-LWVQPITASA-N,GR,163.5,6.82
WZXZCWIUJRKDJF-VAFBBXGTSA-N,AR,13.35,7.995
WZXZCWIUJRKDJF-VAFBBXGTSA-N,GR,0.9,9.05
XAAZIBLMLWLEJF-UHFFFAOYSA-N,ERa,16.285,8.155000000000001
XAAZIBLMLWLEJF-UHFFFAOYSA-N,ERb,143.02,6.890000000000001
XAFIVFUPAAJNSN-NESUULKESA-N,AR,34.0,7.47
XAFIVFUPAAJNSN-NESUULKESA-N,GR,0.42,9.38
XAFIVFUPAAJNSN-NESUULKESA-N,MR,510.0,6.29
XAFIVFUPAAJNSN-NESUULKESA-N,PR,1.0,9.0
XAFSFXYJOJWLJD-UHFFFAOYSA-N,ERb,2392.39,5.62
XAHQCHUAOLKYFG-UHFFFAOYSA-N,AR,2.512,8.6
XAJQIYVCNHLSPW-UHFFFAOYSA-N,ERb,8713.3,5.1
XAKRCNHCOCHVRY-UHFFFAOYSA-N,ERa,20.1,7.7
XAKRCNHCOCHVRY-UHFFFAOYSA-N,ERb,13.1,7.88
XAMZHALVIXXTIZ-LSWJPFSZSA-N,GR,77.3,7.11
XATUYNYKDFYZMG-UHFFFAOYSA-N,ERb,15665.04,4.8
XAUCDVVKKLLZOA-UHFFFAOYSA-N,GR,4.677,8.33
XAVRWCLQCAJIGR-KRWDZBQOSA-N,GR,55.0,7.26
XAXJEULNSGFUDU-CASJYSRLSA-N,AR,300.0,6.52
XAYJHRIULPDUAF-UHFFFAOYSA-N,AR,523.0,6.28
XAYOEIVNFJSYCT-INIZCTEOSA-N,PR,20.0,7.7
XBBPOZPLTBYZHN-UHFFFAOYSA-N,PR,50.0,7.3
XBHNGFNRRMMONL-FLWNBWAVSA-N,ERa,13.01,7.89
XBIDKWMHMCYHQY-RABCQHRBSA-N,AR,40.0,7.4
XBIDKWMHMCYHQY-RABCQHRBSA-N,ERa,640.0,6.19
XBIDKWMHMCYHQY-RABCQHRBSA-N,ERb,34.0,7.47
XBNYMBRFYMJFTE-UHFFFAOYSA-N,GR,570.0,6.24
XBQOGUUBKKKKHI-DEOSSOPVSA-N,GR,14.0,7.9
XBQOGUUBKKKKHI-UHFFFAOYSA-N,GR,38.5,7.4350000000000005
XBTNMOPAIXKVGQ-BWZBSFTKSA-N,ERa,322.0,6.5600000000000005
XBTNMOPAIXKVGQ-BWZBSFTKSA-N,ERb,111.0,6.96
XBVYEKYLTSWRCK-MRXNPFEDSA-N,AR,42.0,7.38
XCAOBUOTWGIJFB-UHFFFAOYSA-N,AR,1.0,9.0
XCCRMYVOJIFMED-UHFFFAOYSA-N,AR,697.0,6.16
XCCRMYVOJIFMED-UHFFFAOYSA-N,GR,74.225,7.55
XCCRMYVOJIFMED-UHFFFAOYSA-N,MR,4470.0,5.35
XCCRMYVOJIFMED-UHFFFAOYSA-N,PR,233.0,6.63
XCDFAEWNVRKGJA-UHFFFAOYSA-N,ERa,55.0,7.26
XCDFAEWNVRKGJA-UHFFFAOYSA-N,ERb,2.6,8.59
XCFNLIRKVOGUFG-UHFFFAOYSA-N,ERa,6.7,8.17
XCFNLIRKVOGUFG-UHFFFAOYSA-N,ERb,4.61,8.34
XCJCSWQYKSCDIH-UHFFFAOYSA-N,ERa,5280.0,5.28
XCJCSWQYKSCDIH-UHFFFAOYSA-N,ERb,239.0,6.62
XCLTVBOARLWWNL-SEFOXJQFSA-N,GR,6.8,8.17
XCLTVBOARLWWNL-SEFOXJQFSA-N,PR,32.0,7.5
XCOVFURQZRWADU-UHFFFAOYSA-N,AR,31.62,7.5
XCPXLPAJFDXQSJ-UHFFFAOYSA-N,ERb,6168.66,5.54
XCSXILAHHMAZHI-UHFFFAOYSA-N,PR,13.8,7.86
XCTXIPQIYWWWTJ-UHFFFAOYSA-N,ERa,0.43,9.37
XCTXIPQIYWWWTJ-UHFFFAOYSA-N,ERb,14.22,7.85
XCYNCNLEMXFZEX-UHFFFAOYSA-N,ERa,51.95,7.3100000000000005
XCYNCNLEMXFZEX-UHFFFAOYSA-N,ERb,218.0,6.725
XCZSJKKONDGKDF-UHFFFAOYSA-N,AR,81.0,7.09
XDERAIFJPVTSRP-UHFFFAOYSA-N,ERa,9.0,8.05
XDERAIFJPVTSRP-UHFFFAOYSA-N,ERb,190.0,6.72
XDHAZPTWXFNTTN-NDEPHWFRSA-N,GR,5.645,8.75
XDJGRFVVVPCXCN-UHFFFAOYSA-N,ERa,6844.46,5.17
XDJGRFVVVPCXCN-UHFFFAOYSA-N,ERb,3365.49,5.47
XDLANRATEHYNAI-UHFFFAOYSA-N,GR,470.0,6.335
XDPPZKFNSSUCSJ-UHFFFAOYSA-N,AR,63.1,7.2
XDTISCXANUJXOX-XMMPIXPASA-N,GR,10.4,7.98
XDUBXFULUXJBOA-OOJAPPHBSA-N,ERa,113.0,6.95
XECKIPBEEMWJSX-ZMYVRHLSSA-N,AR,394.5,7.3149999999999995
XEJSGXDGPYBWNF-GDBMZVCRSA-N,AR,21.0,7.68
XEKKTAYAEIHJEA-IFDMWSDSSA-N,ERa,397.0,6.4
XEKKTAYAEIHJEA-IFDMWSDSSA-N,ERb,63.0,7.2
XETBWCKAIKSPRI-RECSBXTASA-N,ERa,3.9,8.49
XEWBKAVLKISZRR-ALTMMPCJSA-N,AR,287.0,6.54
XEWBKAVLKISZRR-ALTMMPCJSA-N,ERa,147.0,6.83
XEWBKAVLKISZRR-ALTMMPCJSA-N,ERb,14.0,7.85
XEWBKAVLKISZRR-CPDXTSBQSA-N,AR,290.0,6.54
XEWBKAVLKISZRR-CPDXTSBQSA-N,ERa,150.0,6.82
XEWBKAVLKISZRR-CPDXTSBQSA-N,ERb,14.0,7.85
XFADBKORAWPWJX-NEPJUHHUSA-N,AR,189.0,6.72
XFADBKORAWPWJX-VXGBXAGGSA-N,AR,14.0,7.85
XFCUISZFGUBJPI-UHFFFAOYSA-N,ERa,12000.0,4.92
XFCZEEYKHOYYFN-UHFFFAOYSA-N,AR,29.0,7.54
XFFATDFCPKLQRT-HSZRJFAPSA-N,GR,49.35,7.605
XFFATDFCPKLQRT-HSZRJFAPSA-N,PR,56.0,7.25
XFFATDFCPKLQRT-QHCPKHFHSA-N,GR,4.55,8.344999999999999
XFFATDFCPKLQRT-QHCPKHFHSA-N,PR,107.0,6.97
XFFATDFCPKLQRT-UHFFFAOYSA-N,GR,20.5,7.695
XFGFRDPSJOZKTD-UHFFFAOYSA-N,PR,3.6155,8.44
XFGMXCGGNWTDQZ-UHFFFAOYSA-N,GR,436.0,6.36
XFGMXCGGNWTDQZ-UHFFFAOYSA-N,PR,3000.0,5.52
XFNLFWZVHZGCOI-UHFFFAOYSA-N,GR,8215.0,5.08
XFNLFWZVHZGCOI-UHFFFAOYSA-N,PR,734.5,6.395
XFPSQRFNGMCQFG-UHFFFAOYSA-N,ERa,47.0,7.33
XFPSQRFNGMCQFG-UHFFFAOYSA-N,ERb,178.0,6.75
XFRVMTJXAGNUEA-UHFFFAOYSA-N,PR,10.0,8.0
XFVHCXVBLVMUSO-UHFFFAOYSA-N,AR,1.0,9.0
XGBCSOIWOMCTLG-UHFFFAOYSA-N,ERa,7.75,8.155
XGBCSOIWOMCTLG-UHFFFAOYSA-N,ERb,73.5,7.28
XGBWGDGYTTWUIM-QRVIBDJDSA-N,AR,916.0,6.04
XGBWGDGYTTWUIM-QRVIBDJDSA-N,GR,943.5,6.2
XGBWGDGYTTWUIM-QRVIBDJDSA-N,PR,3.6,8.44
