std_inchi_key,receptor_name,Standard_Value,pChEMBL_Value
HWJYJKAURRIWJM-GKVSMKOHSA-N,GR,12.0,7.92
HWLLYFXDDGGHOE-BCSUUIJWSA-N,AR,1.5,8.82
HWLLYFXDDGGHOE-BCSUUIJWSA-N,GR,8300.0,5.08
HWLLYFXDDGGHOE-BCSUUIJWSA-N,PR,2500.0,5.6
HWLLYFXDDGGHOE-YVILZHTOSA-N,AR,7.6,8.12
HWLNCOANDVUZLE-UHFFFAOYSA-N,PR,79.715,7.1
HWRVMIQXZHWSPA-UHFFFAOYSA-N,ERa,1654.0,5.78
HWRVMIQXZHWSPA-UHFFFAOYSA-N,ERb,1977.0,5.7
HWSNOZGVCZQWKD-YEWPZCGDSA-N,ERa,1130.0,5.95
HWVMDDZTSAEFOA-UHFFFAOYSA-N,ERa,33248.0,4.48
HWVMDDZTSAEFOA-UHFFFAOYSA-N,ERb,11371.0,4.94
HWVPQPHNTYFQOX-UHFFFAOYSA-N,PR,100.0,7.0
HXAZBSFLYPMFDM-UHFFFAOYSA-N,ERa,5729.13,5.24
HXAZBSFLYPMFDM-UHFFFAOYSA-N,ERb,1950.99,5.71
HXCGPVMBDWBTBG-LHSJRXKWSA-N,GR,1.2,8.92
HXDLNYJHXHCKKU-BQPFYMEESA-N,GR,0.185,9.76
HXEBJDKQYNWBEW-UHFFFAOYSA-N,PR,120.0,6.92
HXJXFIBSBUSEJX-AAEUAGOBSA-N,AR,1644.0,5.78
HXJXFIBSBUSEJX-AAEUAGOBSA-N,GR,3697.0,5.43
HXJXFIBSBUSEJX-AAEUAGOBSA-N,PR,560.5,6.565
HXJXFIBSBUSEJX-DGCLKSJQSA-N,AR,570.0,6.24
HXJXFIBSBUSEJX-DGCLKSJQSA-N,GR,2286.0,5.64
HXJXFIBSBUSEJX-DGCLKSJQSA-N,PR,320.0,6.5
HXKYTCGOCJUQSE-UHFFFAOYSA-N,ERa,1452.0,5.84
HXKYTCGOCJUQSE-UHFFFAOYSA-N,ERb,205.0,6.69
HXNGLJMNMVEDSS-UHFFFAOYSA-N,AR,490.0,6.31
HXOIEXFGROQJTJ-BKRLQIJFSA-N,GR,14.8,7.83
HXTATRHJVMMNPI-UHFFFAOYSA-N,AR,243.0,6.61
HXUMWNNFTZKWGW-UHFFFAOYSA-N,ERa,1000.0,6.0
HXUMWNNFTZKWGW-UHFFFAOYSA-N,ERb,170.0,6.77
HXWXJCYFLVBYHO-FAORDRHVSA-N,GR,6.31,8.2
HXWYZGZFDYRCBN-UHFFFAOYSA-N,ERa,43968.0,4.36
HXWYZGZFDYRCBN-UHFFFAOYSA-N,ERb,2302.0,5.64
HXXGIDLDLCJJDB-UHFFFAOYSA-N,ERa,19.0,7.72
HXXGIDLDLCJJDB-UHFFFAOYSA-N,ERb,5.9,8.23
HXXUTLRAKUAOMR-UHFFFAOYSA-N,ERb,8953.77,5.05
HYASROKHWMJSNK-UHFFFAOYSA-N,PR,507.0,6.8100000000000005
HYAYKPABTLRSLZ-UHFFFAOYSA-N,GR,548.0,6.26
HYFNMLWMRSZHJB-UHFFFAOYSA-N,ERa,18576.32,4.73
HYFZBJIDQLQGIG-QFIPXVFZSA-N,GR,69.0,7.195
HYFZBJIDQLQGIG-UHFFFAOYSA-N,GR,235.0,6.715
HYJPNXNZGSTEPA-UHFFFAOYSA-N,ERa,470.0,6.33
HYJPNXNZGSTEPA-UHFFFAOYSA-N,ERb,610.0,6.21
HYKRMHHQPATRRG-YSMPRRRNSA-N,PR,1.6,8.8
HYLDHNYFFPNIFX-SDHSZQHLSA-N,GR,8.9,8.05
HYPDMBONKGTBLC-NVEBTIFVSA-N,ERa,0.92555,9.035
HYPDMBONKGTBLC-NVEBTIFVSA-N,PR,3.467,8.46
HYQAPXLAKCEYCF-MAXKWKEJSA-N,ERa,1.7,8.77
HYQBXEGPCIBWGS-UHFFFAOYSA-N,PR,470.0,6.33
HYQCERHNBBDTSY-UHFFFAOYSA-N,ERa,9266.32,5.03
HYSCSNBHRFKTPX-IBGZPJMESA-N,PR,8.0,8.1
HYZGNFIJTUJTBY-PRWKNARSSA-N,GR,1.8,8.74
HYZGNFIJTUJTBY-PRWKNARSSA-N,PR,190.0,6.72
HZCJPWVLCMLMKF-UHFFFAOYSA-N,ERb,69.88,7.16
HZDDQQXTQQDDKL-UWSAGTQUSA-N,GR,9.7,8.01
HZEQDLVVOBQKQR-UHFFFAOYSA-N,AR,6045.0,5.23
HZGJIOSMWNHYMM-UHFFFAOYSA-N,ERa,126.0,6.9
HZGJIOSMWNHYMM-UHFFFAOYSA-N,ERb,215.0,6.67
HZISSDWRBDGJLW-UHFFFAOYSA-N,ERb,4380.26,5.395
HZJNRURPDVTSAA-BPSSIEEOSA-N,AR,170.0,6.77
HZJNRURPDVTSAA-BPSSIEEOSA-N,ERa,1050.0,5.98
HZJNRURPDVTSAA-BPSSIEEOSA-N,ERb,25.0,7.6
HZJNRURPDVTSAA-XZXJUTCTSA-N,AR,169.0,6.77
HZJNRURPDVTSAA-XZXJUTCTSA-N,ERa,1053.0,5.98
HZJNRURPDVTSAA-XZXJUTCTSA-N,ERb,25.0,7.6
HZLBUICASOGMHC-NYMACZPPSA-N,GR,7.9,8.1
HZLYMVNJKHJFRO-UHFFFAOYSA-N,ERa,10224.48,4.99
HZOURIJYMFADDZ-UHFFFAOYSA-N,MR,260.0,6.58
HZPYQCSGTTZVLW-UHFFFAOYSA-N,ERa,143.0,6.84
HZPYQCSGTTZVLW-UHFFFAOYSA-N,ERb,4.0,8.4
HZQDSHRIMNNMCZ-UYFXKNMZSA-N,AR,715.0,6.15
HZWPCGJKFLEGFZ-UHFFFAOYSA-N,ERa,25.0,7.6
HZZKKMSFRUPAOX-UHFFFAOYSA-N,GR,6.0,8.22
IABFHMOMCPPASA-UHFFFAOYSA-N,PR,177.7,6.75
IAEJLUQBMQLFKX-UHFFFAOYSA-N,ERa,87.8,7.06
IAEJLUQBMQLFKX-UHFFFAOYSA-N,ERb,49.2,7.31
IAFZPZLQCDKQGG-UHFFFAOYSA-N,ERa,101.0,7.0
IAFZPZLQCDKQGG-UHFFFAOYSA-N,ERb,3.2,8.49
IAOXLWDRNCVJBE-IENPIDJESA-N,AR,8.0,8.1
IAOXLWDRNCVJBE-RKDXNWHRSA-N,AR,27.0,7.57
IAPIKKTVKAJTMM-UHFFFAOYSA-N,AR,920.0,6.04
IASGLGXDAWKFKO-UHFFFAOYSA-N,GR,282.0,6.55
IAUDUYJHOKBQLW-CFRMEGHHSA-N,AR,439.0,6.36
IAUDUYJHOKBQLW-CFRMEGHHSA-N,GR,183.5,6.805
IAUDUYJHOKBQLW-CFRMEGHHSA-N,PR,3.8,8.42
IAUSPZCQVJGJQM-UHFFFAOYSA-N,ERa,620.0,6.66
IAUSPZCQVJGJQM-UHFFFAOYSA-N,ERb,560.0,6.25
IAXAZVQDORVJKO-UHFFFAOYSA-N,ERb,7258.235000000001,5.885
IBAKVWWTMBODDP-UHFFFAOYSA-N,AR,740.0,6.13
IBAKVWWTMBODDP-UHFFFAOYSA-N,MR,2800.0,5.55
IBAKVWWTMBODDP-UHFFFAOYSA-N,PR,28.4,7.55
IBEIVQBULJKLFB-WPFDQAMCSA-N,GR,1.9,8.72
IBGCCJPSMROWRG-UHFFFAOYSA-N,ERa,28223.33,4.55
IBGCCJPSMROWRG-UHFFFAOYSA-N,ERb,85.65,7.07
IBGXNNAJYUSZHN-MDWZMJQESA-N,ERa,37.85,7.74
IBJBNKMQFSLSHP-UHFFFAOYSA-N,ERa,14.46,7.84
IBJBNKMQFSLSHP-UHFFFAOYSA-N,ERb,93.57,7.03
IBLLLKQXGNGZHT-UHFFFAOYSA-N,ERa,15.0,7.82
IBMUCEBOZFGDGX-UHFFFAOYSA-N,AR,375.0,6.425
IBNFBUZURJLOIX-UHFFFAOYSA-N,AR,9200.0,5.04
IBNFBUZURJLOIX-UHFFFAOYSA-N,PR,5000.0,5.3
IBPPCMMBIKAYOH-UHFFFAOYSA-N,AR,516.0,6.29
IBQBUMWHRZHHHX-DEOSSOPVSA-N,GR,36.4,7.44
IBQBUMWHRZHHHX-DEOSSOPVSA-N,PR,2909.0,5.54
IBQKFSGCUBNVIY-SDBXPKJASA-N,AR,82.5,7.32
IBRHLVKMNMCOQJ-OYRHEFFESA-N,AR,39.0,7.41
IBTVWQOYCRXIFM-UHFFFAOYSA-N,ERa,29.4,7.53
IBTVWQOYCRXIFM-UHFFFAOYSA-N,ERb,133.0,6.88
IBUBMABURWRLBM-NRFANRHFSA-N,GR,11.0,7.96
IBYTXPXIACXJSM-UHFFFAOYSA-N,GR,7870.0,5.1
IBZKBMPIZWHXKP-UHFFFAOYSA-N,PR,990.0,6.0
ICFLHQGITDWVMH-UHFFFAOYSA-N,AR,9300.0,5.03
ICFLHQGITDWVMH-UHFFFAOYSA-N,GR,16.9,7.77
ICFLHQGITDWVMH-UHFFFAOYSA-N,PR,35.0,7.46
ICPPPYMIBXHJPF-PSXVKEBESA-N,GR,118.0,6.93
ICSRXDFKUOSNPF-HIFRSBDPSA-N,MR,6.2,8.21
ICUQBHIVWGFWAR-UHFFFAOYSA-N,GR,148.0,6.91
ICUQBHIVWGFWAR-UHFFFAOYSA-N,MR,1250.0,5.9
ICUQBHIVWGFWAR-UHFFFAOYSA-N,PR,1800.0,5.75
ICWDCKIPFKRRBX-MDWZMJQESA-N,ERa,5.6,8.83
ICYUTXXGSIPDTN-KRWDZBQOSA-N,GR,600.0,6.32
IDCAWNFWIIGMAC-UHFFFAOYSA-N,AR,269.15,6.57
IDCRMONFSJJBMN-UHFFFAOYSA-N,GR,15.0,7.82
IDCRMONFSJJBMN-UHFFFAOYSA-N,MR,310.0,6.51
IDCRMONFSJJBMN-UHFFFAOYSA-N,PR,640.0,6.19
IDEHOSXLKXECSA-UHFFFAOYSA-N,ERa,13007.66,4.89
IDFABWNHHWWLSC-UHFFFAOYSA-N,ERa,37793.76,4.42
IDGIKWDCKXJAES-UHFFFAOYSA-N,AR,621.0,6.21
IDGIKWDCKXJAES-UHFFFAOYSA-N,GR,367.0,6.43
IDGIKWDCKXJAES-UHFFFAOYSA-N,PR,0.44,9.36
IDOHOCLPXMRCKY-LFYBBSHMSA-N,ERa,237.35,7.38
IDPLITSZGZBIIZ-UHFFFAOYSA-N,ERa,7.0,8.15
IDPLITSZGZBIIZ-UHFFFAOYSA-N,ERb,71.0,7.15
IDQLLXNOYLBCPV-UHFFFAOYSA-N,GR,138.5,7.175
IDTFYVZNFJHZST-UHFFFAOYSA-N,ERa,13330.07,4.88
IDTNHWABXAOVGP-WVDJIFEKSA-N,GR,12.0,7.92
IDWGZQMADMFOIG-UHFFFAOYSA-N,AR,3178.0,5.5
IDWGZQMADMFOIG-UHFFFAOYSA-N,PR,121.0,6.92
IDWMUCJLRPTSLZ-PJSAGSTRSA-N,AR,16.0,7.8100000000000005
IDXIGNMGABVLIG-UHFFFAOYSA-N,GR,6.31,8.2
IDXQKDHOBOVGDE-FMQUCBEESA-N,ERa,10202.4,4.99
IDYFIJMAKRNLNH-CZUORRHYSA-N,AR,1497.0,5.83
IDYFIJMAKRNLNH-CZUORRHYSA-N,GR,2379.0,5.62
IDYFIJMAKRNLNH-CZUORRHYSA-N,PR,350.0,6.46
IDZIQEQJVCRWQF-UHFFFAOYSA-N,MR,140.0,6.85
IEFPNCUAKUNJRP-UHFFFAOYSA-N,ERa,511.0,6.29
IEFPNCUAKUNJRP-UHFFFAOYSA-N,ERb,33.0,7.48
IEGQJYXYHJQWSH-UHFFFAOYSA-N,PR,116.0,6.99
IEGRVLKSKLLSLS-UHFFFAOYSA-N,ERa,31.655,8.355
IEJRGCKSKIRXCW-UHFFFAOYSA-N,PR,96.0,7.02
IEJRHMSEVCJOEN-UHFFFAOYSA-N,MR,2000.0,5.7
IEJRHMSEVCJOEN-UHFFFAOYSA-N,PR,1600.0,5.8
IEJUGUUJHQJCKC-UHFFFAOYSA-N,ERb,35254.52,4.45
IENLGDURJWOKSY-DOEKTCAHSA-N,GR,59.0,7.23
IEOUVPRAFFQSFN-UHFFFAOYSA-N,MR,130.0,6.89
IEVRVWMQNQJHHK-UHFFFAOYSA-N,ERa,9620.0,5.02
IEVRVWMQNQJHHK-UHFFFAOYSA-N,ERb,95.0,7.02
IEVTWPPTWHIEGU-UHFFFAOYSA-N,AR,1010.0,6.0
IEVTWPPTWHIEGU-UHFFFAOYSA-N,PR,76.0,7.12
IEWXZPGFIVZUJZ-UHFFFAOYSA-N,ERa,5460.0,5.26
IEWXZPGFIVZUJZ-UHFFFAOYSA-N,ERb,2340.0,5.63
IEXDCWRFIVVYQY-UCSBTNPJSA-N,GR,3.27,8.575
IEZDZJQPFUYXHO-UHFFFAOYSA-N,AR,732.0,6.13
IEZFNUXVGKYXMU-UHFFFAOYSA-N,AR,10000.0,5.0
IEZFNUXVGKYXMU-UHFFFAOYSA-N,GR,15.85,7.8
IEZFNUXVGKYXMU-UHFFFAOYSA-N,PR,5011.87,5.3
IFAUSAHPYXLUAK-UHFFFAOYSA-N,GR,518.5,6.88
IFCSDJGUXGRSFR-JGCGQSQUSA-N,ERa,64.0,7.19
IFFNOGXSDVOOPK-UHFFFAOYSA-N,AR,1500.0,5.82
IFFNOGXSDVOOPK-UHFFFAOYSA-N,GR,17.25,8.15
IFFNOGXSDVOOPK-UHFFFAOYSA-N,MR,155.0,6.81
IFFNOGXSDVOOPK-UHFFFAOYSA-N,PR,1400.0,5.85
IFGMYGAMCFVJHX-UHFFFAOYSA-N,AR,260.0,6.58
IFJGUKYWIWLDPD-QWXGXRTQSA-N,GR,16.0,7.8
IFKQXZGNHOOIJT-UHFFFAOYSA-N,AR,30.0,7.52
IFNZOVIDIOXFMG-UHFFFAOYSA-N,GR,210.0,6.68
IFNZOVIDIOXFMG-UHFFFAOYSA-N,MR,340.0,6.47
IFNZOVIDIOXFMG-UHFFFAOYSA-N,PR,6400.0,5.19
IFRFQOUTRBWNNQ-UHFFFAOYSA-N,GR,130.0,6.89
IFVFBECHNMWWHJ-UHFFFAOYSA-N,GR,12.59,7.9
IGBPUPHMPRQHNI-UHFFFAOYSA-N,ERa,22258.06,4.65
IGFHQQFPSIBGKE-UHFFFAOYSA-N,ERa,242.5,6.695
IGHJLOJZZSDYBP-MRVPVSSYSA-N,AR,3.0,8.52
IGJGGXGKKSBRPR-UHFFFAOYSA-N,GR,6.31,8.2
IGKYKALCCDIEDH-UHFFFAOYSA-N,GR,190.0,6.72
IGKYKALCCDIEDH-UHFFFAOYSA-N,PR,1400.0,5.85
IGVZENJJINKDGA-OULMOSKFSA-N,AR,37.0,7.43
IGVZENJJINKDGA-OULMOSKFSA-N,ERa,94.0,7.03
IGVZENJJINKDGA-OULMOSKFSA-N,GR,1.1,8.96
IGVZENJJINKDGA-OULMOSKFSA-N,PR,4.4,8.36
IGZAACQYVCFMSJ-UHFFFAOYSA-N,ERa,70399.0,4.15
IGZAACQYVCFMSJ-UHFFFAOYSA-N,ERb,48086.0,4.32
IGZGZUBIWWEQAP-WGKNRDDMSA-N,PR,34.0,7.47
IHLKDAPZJFSCEI-UHFFFAOYSA-N,PR,2087.0,5.68
IHNWDWNUQKPNJK-UHFFFAOYSA-N,AR,1000.0,6.0
IHOCKMJZXQKEPT-UHFFFAOYSA-N,ERa,18700.0,4.73
IHPVXUVRRPAUIQ-GOSISDBHSA-N,AR,9.6,8.02
IHPVXUVRRPAUIQ-GOSISDBHSA-N,PR,8800.0,5.06
IHRJBJXTYVYEES-UHFFFAOYSA-N,GR,34.0,7.47
IHWIPQOMCHCLQX-UHFFFAOYSA-N,ERa,121.0,6.92
IIBCEMFGHTTXHL-AMSCCUFHSA-N,ERa,10000.0,5.0
IIBCEMFGHTTXHL-AMSCCUFHSA-N,ERb,19.95,7.7
IICQMRDIWOGNKM-UHFFFAOYSA-N,AR,9200.0,5.04
IIMNFQHZEPVMPJ-YIXHJXPBSA-N,ERa,46.0,7.34
IISBACLAFKSPIT-UHFFFAOYSA-N,AR,5900.0,5.23
IISBACLAFKSPIT-UHFFFAOYSA-N,ERa,649.0,6.19
IISBACLAFKSPIT-UHFFFAOYSA-N,ERb,1100.0,5.96
IITGCWUQIAVQPQ-UHFFFAOYSA-N,ERa,15445.3,4.81
IITPEARHXAJQIU-UHFFFAOYSA-N,AR,19.75,7.885
IIURABUWDUCHOI-UHFFFAOYSA-N,PR,2031.2,6.305
IJAYQVNFSRGSQX-UHFFFAOYSA-N,PR,138.3,6.86
IJDOWHOPKTVVQU-UHFFFAOYSA-N,ERa,274.0,6.56
IJDOWHOPKTVVQU-UHFFFAOYSA-N,ERb,182.0,6.74
IJPBFHTWSZYEKH-IBGZPJMESA-N,ERa,470.0,6.33
IJPBFHTWSZYEKH-IBGZPJMESA-N,ERb,7.7,8.11
IJRYTGWMGFVFEB-UHFFFAOYSA-N,GR,2.9,8.54
IJSGDARRCNDONL-UHFFFAOYSA-N,PR,8.0,8.1
IKINEOLQRJAILH-UHFFFAOYSA-N,AR,3.0,8.52
IKIYPHVVFQMLSC-XNTDXEJSSA-N,ERa,15.85,7.8
IKIYPHVVFQMLSC-XNTDXEJSSA-N,ERb,25.12,7.6
IKJLFCFBYLWKCI-UHFFFAOYSA-N,GR,2700.0,5.57
IKQOSDGJFZWQRC-UHFFFAOYSA-N,GR,5.0,8.3
IKRBNDCVQKJNNL-XMMPIXPASA-N,GR,1.0,9.0
IKUATMHYCWRCHC-HKBQPEDESA-N,GR,1748.5,5.805
IKXOBEWAISCCOS-DOEKTCAHSA-N,GR,18.0,7.75
ILDDOWIWZRIMRA-CWESMELLSA-N,ERb,33800.0,4.47
ILDPQODVCNSRGJ-ZRZAMGCNSA-N,AR,32.0,7.5
ILEMCOFCDBYSCT-SSEXGKCCSA-N,GR,0.8,9.1
ILJFDCKGHVGZCB-UHFFFAOYSA-N,ERa,105.0,6.98
ILJFDCKGHVGZCB-UHFFFAOYSA-N,ERb,5390.0,5.27
ILMLSUGDEMTFAD-WUFINQPMSA-N,ERa,1.4,8.85
ILMLSUGDEMTFAD-WUFINQPMSA-N,ERb,186.0,6.73
ILQXPYNQBBBDKC-KRWDZBQOSA-N,PR,200.0,6.7
ILQYQLOYBGMQGI-UHFFFAOYSA-N,GR,31.62,7.5
ILQYQLOYBGMQGI-UHFFFAOYSA-N,PR,199.53,6.7
ILTWJEHUPGGRJY-XLNTUCKNSA-N,GR,20.1,7.7
IMCAVVBMLNWDHV-UHFFFAOYSA-N,AR,130.0,6.89
IMDWWFBCGVBAMW-UHFFFAOYSA-N,GR,48.0,7.32
IMDWWFBCGVBAMW-UHFFFAOYSA-N,MR,400.0,6.4
IMDWWFBCGVBAMW-UHFFFAOYSA-N,PR,3400.0,5.47
IMGXWRKTVOMDLZ-UHFFFAOYSA-N,GR,990.0,6.0
IMGXWRKTVOMDLZ-UHFFFAOYSA-N,MR,1000.0,6.0
IMGXWRKTVOMDLZ-UHFFFAOYSA-N,PR,440.0,6.36
IMKBAQWLEDSCAP-IBGZPJMESA-N,PR,25.0,7.6
IMOBZLOHQXJCDZ-UHFFFAOYSA-N,ERa,3.0,8.52
IMPYSYAYRLVXPC-UHFFFAOYSA-N,ERa,0.31,9.51
IMPYSYAYRLVXPC-UHFFFAOYSA-N,ERb,0.3,9.52
IMSSROKUHAOUJS-MJCUULBUSA-N,ERa,11.6115,8.015
IMZOHRNGPZTCSG-VMYYHUPOSA-N,GR,13.8845,7.890000000000001
INBJWXVAOUPPNY-UHFFFAOYSA-N,GR,298.0,6.53
INCIGCIRUXAVBS-UHFFFAOYSA-N,PR,794.33,6.1
INCSCPIHTYHLON-UHFFFAOYSA-N,MR,570.0,6.24
INGXYDNOMOPBLY-UHFFFAOYSA-N,ERa,20985.72,4.68
INIDWMWLWHNPRA-AREMUKBSSA-N,MR,1000.0,6.0
INIIDTFMHZRHDG-UHFFFAOYSA-N,AR,5888.44,5.23
INMUMXWXTDTJDF-UHFFFAOYSA-N,PR,7.3,8.14
INNGVLJQICTRAF-UHFFFAOYSA-N,ERa,1231.0,5.91
INNGVLJQICTRAF-UHFFFAOYSA-N,ERb,748.0,6.13
INQGQXOIWVULMW-UHFFFAOYSA-N,ERa,17.0,7.77
INQGQXOIWVULMW-UHFFFAOYSA-N,ERb,10.0,8.0
INQOTYZWBQTUMF-SVNIRARHSA-N,ERa,531.0,6.28
INQOTYZWBQTUMF-SVNIRARHSA-N,ERb,10000.0,5.0
INWVYYLEFLPGMU-VXGBXAGGSA-N,AR,4.0,8.46
IOADNIDJRFXIHT-UHFFFAOYSA-N,ERa,2854.0,5.54
IOADNIDJRFXIHT-UHFFFAOYSA-N,ERb,658.0,6.18
IOAPPLGKQYAVIJ-UHFFFAOYSA-N,ERa,6.0,8.22
IOAPPLGKQYAVIJ-UHFFFAOYSA-N,ERb,2.0,8.7
IOFOGLZEKKPQKF-UHFFFAOYSA-N,ERa,26.74,7.83
IOFOGLZEKKPQKF-UHFFFAOYSA-N,ERb,221.395,6.675
IOMUFHNCTKDSQD-YADHBBJMSA-N,ERa,85.0,7.07
IOMUFHNCTKDSQD-YADHBBJMSA-N,ERb,400.0,6.4
IONUKOGGVXFEPF-UHFFFAOYSA-N,ERa,367.5,6.875
IONUKOGGVXFEPF-UHFFFAOYSA-N,ERb,230.0,6.64
IOSJTTBCWINQTF-UHFFFAOYSA-N,ERb,1340.0,5.87
IOTUBGYZUXLZPC-UHFFFAOYSA-N,ERa,6630.0,5.18
IOTUBGYZUXLZPC-UHFFFAOYSA-N,ERb,1190.0,5.92
IOTXFXWARGNLEJ-WJWAULOUSA-N,GR,13000.0,4.89
IOTXSIGGFRQYKW-UHFFFAOYSA-N,ERa,1.55,9.26
IOUKYANHUBKAIN-SECBINFHSA-N,AR,33.0,7.48
IOUNVJQGOPYZKH-GLVFQYNZSA-N,AR,4.6,8.34
IOUNVJQGOPYZKH-GLVFQYNZSA-N,ERa,8.8,8.06
IOUNVJQGOPYZKH-GLVFQYNZSA-N,ERb,13.0,7.89
IOUNVJQGOPYZKH-GLVFQYNZSA-N,GR,0.22,9.66
IOUNVJQGOPYZKH-GLVFQYNZSA-N,MR,80.0,7.1
IOUNVJQGOPYZKH-GLVFQYNZSA-N,PR,1.1,8.96
IOVMPPWOKWVVJR-UHFFFAOYSA-N,ERa,5.57,8.25
IOVMPPWOKWVVJR-UHFFFAOYSA-N,ERb,17.33,7.76
IPBYYNRPJBGKET-UHFFFAOYSA-N,ERa,266.0,6.58
IPBYYNRPJBGKET-UHFFFAOYSA-N,ERb,13.0,7.89
IPCBICMFFHDIIG-UHFFFAOYSA-N,ERa,200.0,6.7
IPCRGNPHHNBQCX-UHFFFAOYSA-N,AR,5000.0,5.3
IPHXTOIAKFRZBQ-UHFFFAOYSA-N,AR,1590.0,5.8
IPKXDKBBLQZJOL-UHFFFAOYSA-N,ERa,3.4,8.47
IPNVPNVJGPSXDR-UHFFFAOYSA-N,AR,840.0,6.08
IPSPNXNCRNDAPA-BMYYSNIYSA-N,AR,718.0,6.14
IPSPNXNCRNDAPA-BMYYSNIYSA-N,ERa,1956.0,5.71
IPSPNXNCRNDAPA-BMYYSNIYSA-N,ERb,16.0,7.8
IPSPNXNCRNDAPA-JLINITQHSA-N,AR,718.0,6.14
IPSPNXNCRNDAPA-JLINITQHSA-N,ERa,1956.0,5.71
IPSPNXNCRNDAPA-JLINITQHSA-N,ERb,16.0,7.8
IPSPNXNCRNDAPA-QYLAZLGHSA-N,AR,843.0,6.07
IPSPNXNCRNDAPA-QYLAZLGHSA-N,ERa,1164.0,5.93
IPSPNXNCRNDAPA-QYLAZLGHSA-N,ERb,96.0,7.02
IPUPFUPOJLGSIA-UHFFFAOYSA-N,AR,5400.0,5.27
IPWPGLALAZAQOF-UHFFFAOYSA-N,AR,220.0,6.66
IPYQHDGIOUODBE-KKUQBAQOSA-N,GR,2.5,8.6
IQBSKHUUKFFBOG-UHFFFAOYSA-N,ERa,0.6,9.22
IQBSKHUUKFFBOG-UHFFFAOYSA-N,ERb,4.4,8.36
IQDOJBMOKCJZGY-UHFFFAOYSA-N,ERa,27088.64,4.57
IQJADIIDLCZXHJ-UHFFFAOYSA-N,ERb,3180.0,5.5
IQLFUXYOBMCCDH-CABCVRRESA-N,MR,77.0,7.13
IQQRIPUVKLNOMK-UHFFFAOYSA-N,AR,30.0,7.52
IQSFLWKMHDHZDX-AREMUKBSSA-N,GR,0.6,9.22
IQSIOBJHBCJWRX-UHFFFAOYSA-N,ERa,148.0,6.83
IQSIOBJHBCJWRX-UHFFFAOYSA-N,ERb,4.0,8.4
IQWWKHVNEDNTHC-FSQCKCQLSA-N,ERa,0.7,9.15
IQWWKHVNEDNTHC-FSQCKCQLSA-N,ERb,4.1,8.39
IQXQUXAACBOTRO-UHFFFAOYSA-N,PR,225.0,6.65
IRACJWZGMABLEC-UHFFFAOYSA-N,AR,29.0,7.54
IRAXFIAWXJVVGU-SONOPUAISA-N,AR,7700.0,5.11
IRAXFIAWXJVVGU-SONOPUAISA-N,ERa,6100.0,5.21
IRAXFIAWXJVVGU-SONOPUAISA-N,ERb,5300.0,5.28
IRAXFIAWXJVVGU-SONOPUAISA-N,GR,4900.0,5.31
IRAXFIAWXJVVGU-SONOPUAISA-N,MR,40.0,7.4
IRAXFIAWXJVVGU-SONOPUAISA-N,PR,1900.0,5.72
IRCHMBHSSBPTQR-UHFFFAOYSA-N,AR,1062.6950000000002,5.975
IRCRODKZEYCYNF-DEOSSOPVSA-N,GR,19.8,7.705
IRDQVQSLLZJRMS-UHFFFAOYSA-N,ERa,31.0,7.51
IRDVCTIKJACDIY-UHFFFAOYSA-N,ERb,6253.33,5.2
IRIIUDZNMALVTI-RLLPEYFOSA-N,GR,4.0,8.4
IRJAERPTWHZZOI-UHFFFAOYSA-N,ERa,37.0,7.43
IRLFWMUAEFKHKR-PSWAGMNNSA-N,AR,9.0,8.05
IRNANWRMLGUTHL-UHFFFAOYSA-N,GR,195.0,6.71
IRNANWRMLGUTHL-UHFFFAOYSA-N,PR,1300.0,5.89
IRNLFVXNWANNEL-JFBBCUFTSA-N,ERb,230.0,6.64
IRRAQZJOCXAZHM-UHFFFAOYSA-N,GR,146.0,6.84
IRSFLNXJVJKMDT-UHFFFAOYSA-N,ERb,15200.0,4.82
IRSFLNXJVJKMDT-UHFFFAOYSA-N,GR,32500.0,4.49
IRSUPDYKRXRIPH-UHFFFAOYSA-N,GR,11.48,7.94
IRTFWTQVAPSKKP-UHFFFAOYSA-N,GR,193.0,6.71
IRXRSSWCEOCJSO-UHFFFAOYSA-N,PR,166.0,6.78
IRZFAZNAAKKURN-MHZLTWQESA-N,GR,69.0,7.16
IRZRURKICLRQNH-PMERELPUSA-N,ERa,6.3,8.2
IRZRURKICLRQNH-PMERELPUSA-N,ERb,63.0,7.2
IRZRURKICLRQNH-SSEXGKCCSA-N,ERa,100.0,7.0
IRZRURKICLRQNH-SSEXGKCCSA-N,ERb,200.0,6.7
IRZVQRHERMOSEM-UHFFFAOYSA-N,GR,9.1,8.04
IRZVQRHERMOSEM-UHFFFAOYSA-N,MR,585.0,6.23
IRZVQRHERMOSEM-UHFFFAOYSA-N,PR,7050.0,5.15
ISFPMZBOTSJQDY-QRVIBDJDSA-N,GR,623.0,6.24
ISFPMZBOTSJQDY-QRVIBDJDSA-N,PR,0.59,9.23
ISGIZFSPEHYUGG-JGCGQSQUSA-N,ERa,4.9,8.31
ISGIZFSPEHYUGG-JGCGQSQUSA-N,ERb,161.0,6.79
ISHWVZWGZAVDNP-UHFFFAOYSA-N,AR,283.0,6.55
ISHYUKCTQJMYPL-UHFFFAOYSA-N,AR,523.0,6.28
